^(\d+), '(.*)'$
3015600, 'Hacerles una prueba práctica en el trabajo.'
3015700, 'Es un buen negociador.'
3015700, 'Está convencido de la justicia de la reivindicación.'
3015700, 'Está bien integrado con el personal.'
3015800, 'Forzarle a comer considerando que el niño lo hace por capricho.'
3015800, 'Hacerle un pequeño chantaje del tipo \"Demuestra a mamá que eres bueno y que la quieres\".'
3015800, 'Dejar al niño, pensando que comerá más en la comida siguiente.'
3015900, 'De una disposición profunda, estable y claramente definida.'
3015900, 'De la aceptación a desempeñar en cada instante el papel que conviene.'
3015900, 'De una sumisión sincera a las costumbres de un grupo.'
3016000, 'Confiar el sillón a un especialista que realizará un trabajo impecable.'
3016000, 'Deshacer lo que ya ha hecho y comenzar otra vez desde cero.'
3016000, 'Dejar durante unos días su trabajo para reemprenderlo cuando esté en mejores condiciones.'
3016100, '\"Siempre pasa lo mismo. Si hubieras estado preparada antes no hubiera ocurrido esto\".'
3016100, '\"Se han fastidiado las vacaciones… no me gusta viajar de pie en tren\".'
3016100, '\"¡Qué le vamos a hacer! voy a devolver los boletos y nos quedaremos en casa\".'
3016200, 'Incapacidad.'
3016200, 'Coincidencias de circunstancias negativas.'
3016200, 'Fallos ocasionales.'
3016300, 'Escribirá a los citados servicios conservando una copia de la carta.'
3016300, 'Irá personalmente a reclamar.'
3016300, 'Rogará a uno de sus amigos, empleado en esa casa, que intervenga.'
3016400, 'Le trae sin cuidado porque para él lo importante es que el viaje esté bien organizado y que guía sea eficaz.'
3016400, 'Está un poco molesto y trata de hacer un esfuerzo para resultar más simpático.'
3016400, 'Esto le amarga, en parte sus vacaciones y propone que en la próxima ocasión se irá con sus amigos.'
3016500, 'Hace la visita porque piensa que no tendrá ya ocasión de volver a este lugar y que de todas maneras habrá otros que llegarán tarde también.'
3016500, 'Renuncia a esta visita porque le parece más importante no hacer esperar a los demás.'
3016500, 'Trata de encontrar a sus amigos para persuadirles que hagan la visita con él, a un riesgo de desorganizar la última parte del viaje.'
3016600, 'Gerente de una pequeña empresa.'
3016600, 'Director adjunto de una empresa internacional.'
3016600, 'Asesor científico de alto nivel.'
3016700, 'Teme verse obligado a revisar su sistema de educación.'
3016700, 'Confía en el buen carácter del niño.'
3016700, 'Busca otras alternativas para el niño.'
3016800, 'Aceptar pensando en que podrá desenvolverse bien.'
3016800, 'Arreglárselas para hacer antes algunas horas de vela en una escuela.'
3016800, 'No aceptar, ante el temor de ser una molestia para su amigo.'
3016900, 'La perspectiva de llegar con retraso a su despacho.'
3016900, 'El hecho de tener que esperar sin moverse ni hacer nada.'
3016900, 'Los toques de claxon, inútiles de otros automovilistas.'
3017000, 'Insiste en ciertas especialidades que le permitan mantenerse en buena forma.'
3017000, 'Realiza todas las actividades propuestas, pero sin esforzarse demasiado, porque tiene un trabajo cansado.'
3017000, 'Se entrega a fondo y frecuentemente termina agotado porque no concibe el deporte de otra manera.'
3017100, 'Permite sentirse menos solo.'
3017100, 'Favorece la ocasión de caminar un poco cada día paseando al perro.'
3017100, 'Vigila el departamento.'
3017200, 'Piensa que después de todo, tendrá ocasión de conocer mejor a esta persona.'
3017200, 'Estimando que se ha invitado a sí misma, no se ocupará de ella en toda la noche.'
3017200, 'Lamenta haber hablado demasiado alto.'
3017300, 'Ser irreprochable y poder servir de modelo.'
3017300, 'Tener buenos conocimientos pedagógicos.'
3017300, 'Saber escuchar.'
3017400, 'Permitir a todos expresarse.'
3017400, 'Invitar a personas que puedan coincidir con sus intereses.'
3017400, 'Cuidar que a nadie le falte nada.'
3017500, 'Sepa cual es su formación académica.'
3017500, 'Conozca sus antecedentes profesionales.'
3017500, 'Lea el informe sobre un trabajo hecho por su colega.'
3017600, 'No consagra suficiente tiempo al enfermo.'
3017600, 'Da demasiada importancia al dinero.'
3017600, 'Utiliza a menudo un vocabulario incomprensible.'
3017700, 'Un plan organizado en función de las necesidades del departamento y en el que todas las fases estén definidas de antemano.'
3017700, 'Un plan que tenga en cuenta a cada participante.'
3017700, 'Un plan que incluya de manera modular exámenes de control.'
3017800, 'Aceptar la invitación pensando que por una vez no hará caso de su régimen.'
3017800, 'Proponer que se aplace esta invitación para más adelante cuando acabe su régimen.'
3017800, '…'
3017900, 'Lo absurdo de algunas disposiciones de esta entidad.'
3017900, 'La gran dificultad de atenerse a la complejidad de su reglamentación.'
3017900, 'La falta de atención a aspectos que el cree fundamentales.'
3018000, 'Acompañar a las personas ancianas durante el paseo.'
3018000, 'Visitar a una persona mayor cada semana.'
3018000, 'Hacer colectas para la construcción de un hogar de ancianos.'
3018100, 'La muestra.'
3018100, 'El slogan.'
3018100, 'El testimonio de una estrella.'
3018200, 'Pedir el parecer de otros pasajeros del comportamiento.'
3018200, 'Abrir la ventana.'
3018200, 'Hablar de nuevo con su vecino con el objeto de convencerle de que deje de fumar.'
3018300, 'En estudios de mercado para conocer los gustos de los futuros compradores.'
3018300, 'En publicidad para dar a conocer su producto.'
3018300, 'En la investigación de envases y presentación.'
3018400, 'Tratar por todos los medios de convencer a los demás.'
3018400, 'Divertirse simplemente en el juego de la discusión.'
3018400, 'Dejarse convencer cuando vea que sus posiciones son poco definidas.'
3018500, 'Uno que ya conoce y que le gusta de modo especial.'
3018500, 'La especialidad de la casa.'
3018500, 'Un plato exótico que usted desconoce en absoluto.'
3018600, 'El carácter nuevo e insólito de la situación.'
3018600, 'La soledad.'
3018600, 'La falta de algunos atractivos de la vida anterior.'
3018700, 'Orientar sus esfuerzos para sacar de vez en cuando modelos especiales.'
3018700, 'Buscar los efectos de moda y atender a una clientela particular.'
3018700, 'Ofrecer de ordinario modelos clásicos.'
